umap_x,umap_y
7.5038353492184,8.45011859547624
13.9094623187874,7.74378880110964
11.7363520205674,8.08482404719509
10.0275857055445,11.5547021871367
11.2555226648019,7.81220590311677
10.2197989546949,8.20859698729074
11.9795721300772,6.58713186399633
13.5256031918705,7.80306518642933
14.1254250420486,7.22901154889836
14.4023019933596,7.60514921413472
9.59646211214869,8.2723957241422
12.6665676661196,9.63958559183066
12.7552573020041,7.80447200483012
12.2903349199798,7.54812830023315
12.6650621449882,8.98165236616045
14.8596971192613,7.02065118801122
12.7695762233849,7.59280793900838
12.925558324001,7.70034132314208
13.8784068773926,7.13434448140741
13.7583403313717,7.87353003407222
14.4951749948749,7.68166593209914
13.6555216519135,7.70743250769521
14.5641072256807,7.64883991074745
13.5063463052112,8.61459796513048
12.788782582883,7.52078006782583
13.8095909627585,6.46101963913013
10.9273982984909,6.62322783922093
12.7589357194922,7.99192760923964
15.2238387573964,7.40429494362349
12.9309743310087,7.94319091167421
13.9128171765473,7.00314544512762
14.9217689410925,5.81120725660179
11.5985926072425,8.11109498773377
14.0621905019974,6.00792269686094
14.1170526444723,4.72647578441107
12.5019818681846,8.08507235711924
13.0923421141779,7.90506526957651
10.9884264132672,10.1686071011991
15.1696281813372,7.27645711120515
11.1010168873471,7.88278201590893
14.388259818298,7.07486550015159
13.8679694297406,5.28810281972903
13.0444186482148,9.34630412050575
12.2876216190087,10.2610932936352
12.8726968468988,6.86309158877248
11.7242712623834,8.166929503799
12.6939069009507,7.36932853280442
12.2199860562611,7.06357338826314
12.1876049714862,7.68593450657283
13.0666560567469,7.55241935972732
14.8130633291957,7.69329953284395
14.5096406854901,6.69222588381359
11.6838014932242,8.17275824419536
14.4841207319803,7.71485250184362
12.9243630292839,7.42616986187749
13.3230323093598,8.11508291901654
15.2816253206555,5.54067089784766
13.7770454332377,6.42855370362638
13.2396865012828,6.44012790840402
12.9517454049154,9.92463911518868
11.7930451307317,8.39775402073275
11.9557519846505,6.93517473844847
11.6165448063237,6.97899538924357
13.2368163760902,7.88935577745286
14.7683002841026,7.20925953070246
12.2338873999326,10.9607847634463
13.4977816662123,6.9810006733708
12.5507629232346,9.48902119781381
9.81707486825425,7.55919110769864
10.3078456961598,10.1892856814006
13.1178930323206,7.86858655108125
11.6186881153847,10.050889167464
11.5052697625263,10.5187698101218
14.0184151653734,6.69111049029415
12.7650543933319,7.9914937400947
8.17975831322758,7.58536923341824
11.6430097276234,6.7784335394209
13.0778358805735,7.77451619808754
13.1357921669058,8.09267173892675
11.992122836051,8.11479342238273
14.7555757862678,5.54395098330627
14.0091660928095,7.17711464650681
12.9452243789873,8.16932972938179
13.8740473514465,7.95651503272903
14.3451402390171,5.65101606337507
16.0814976910744,5.64309628230394
13.8628263284697,7.95356332818901
12.7235782367035,8.28261375707732
13.1486005601632,7.91421717210321
13.9761053052215,7.98210433231083
13.954876556021,6.4419201505388
13.2852642069235,9.12718725932761
13.5981162873496,7.75627777999528
13.0828638512955,7.92399513041011
11.8166505509812,5.65989122864013
15.5022987822826,6.67042142885631
14.1560367757136,6.21827116355581
14.3165151476613,5.98082642525568
13.9157447608156,6.10929653702494
11.1242726597298,8.13359761395951
11.1601148518094,8.08053144189329
13.9564137474226,7.80651790799297
14.6326529727224,6.68315896700369
16.23462610673,5.97601781243276
12.9957592104205,6.69673347917598
10.6164649059326,6.48048175620473
13.3438333991963,5.36410308174414
14.3074021547149,5.63652926812448
14.2582886619361,7.61990981044435
15.026234953373,6.44921305102167
12.0540658042083,5.98071493107389
13.6238674683707,6.79755195228094
14.1874349739953,7.67741585196888
12.1898012275958,7.18253991220967
12.3819750733167,7.89328401805646
9.89277406479309,8.84902086164169
12.1592858495334,8.08388896495115
12.8501937098837,7.01563525395741
13.3181830302472,7.24184338816487
8.76328524463144,9.46282535841068
15.7456853844379,7.11090257875113
12.9661149751534,7.9519417532888
10.3843714114088,8.26567016384691
15.7028705324633,7.13826538015496
11.059716921104,6.55589395477156
14.1017466426679,7.63181982232613
12.3052843734854,9.09556602176246
12.4709039651855,6.89284370150508
13.1689407984789,7.64468281481417
13.5061486651741,7.4969475396199
14.1410424803376,7.46544023449673
9.97602408309713,8.25405415795448
13.6477168832316,8.19715313235005
4.87012400315487,0.715354391065466
13.2146023729101,8.1288716856894
13.6101928686856,7.90005220758731
11.1685311579283,8.06998977126589
10.988825584236,8.35502478737964
11.9056695147543,7.32795833002355
14.0446193842778,5.91589422606235
13.5448018995732,5.41744225109462
14.5760229558263,6.44337928254235
13.4073014105166,8.11274170334919
11.5633038073221,7.89064947215559
14.0475700711578,5.65021414547657
14.2212375597208,7.79384847685758
15.514318130869,6.79593973517908
13.5101575955167,6.36223626567068
14.5134875288376,7.6144193358244
14.8890350441162,7.01556331012619
13.0515466643377,7.93231385493883
13.10502840853,8.09176276509865
14.4029075724673,6.0613140192911
13.6832542049758,7.7031061756371
11.4078648828198,6.78262775240364
11.2695052593723,11.8542100684427
11.799254350904,8.41750746727989
9.07349054341857,9.31332959126305
13.3521919210122,6.17766959145824
11.2240940055895,11.3495180605892
16.6349402290391,5.1505132666649
14.966736261176,7.261558080878
15.9200261726253,5.44426027474456
12.3669920909212,6.42516857336343
14.4663665661869,6.30195288541081
13.0145485041476,7.9364824446952
14.3737608595749,7.56093692210057
12.61628002977,9.81725762702064
13.5839038075696,7.70417693438835
16.0869712810768,6.49154964317726
13.1944238082226,8.21683053970936
12.117358969848,7.71551832427419
13.8243511518129,7.96719525159567
14.1774820844211,6.16619013393551
13.4693211422362,6.98200011149182
12.9189373825681,8.30912026046442
10.3612990274933,10.4567622048907
-6.54183143987773,-16.7208975423041
13.4230657618597,5.81775590104366
7.60345985870655,8.73530604528705
15.2186184111246,6.47109407626678
15.1397173328296,6.48896996672186
11.0794016731536,7.73395979020885
14.3184540467142,5.00817541152026
13.3996461889764,7.70563320295744
12.5486574513963,7.49665599182702
10.159386249671,8.33269974825451
13.2617975077412,8.25461593016035
10.5610001636122,8.38540957523162
14.3561063295456,7.71383628584532
13.164481272405,7.60806864312764
13.3873279479801,6.93748926731165
13.5370055069389,7.96180432053156
15.5294756714731,6.09441901969627
15.2977942732528,6.34163549861203
15.7962043650561,6.18010741794318
14.300122204341,7.01452092709147
13.8469563207287,7.7299884285479
10.8752356472356,5.80698054620291
13.9691253354466,6.56416423071886
13.9425299532134,5.45060540570027
