_Time,length_Event_length,CD45_Y89Di,_Pd102Di,_Pd104Di,_Pd105Di,_Pd106Di,_Pd108Di,_Pd110Di,_Cd111Di,CD34_Cd112Di,CD54_In113Di,_Cd114Di,_In115Di,TLR4_Cd116Di,_I127Di,_Xe131Di,_Ba138Di,CD206_La139Di,_Ce140Di,LY_6G_Pr141Di,CD87_Nd142Di,_Ce142Di,CD68_Nd143Di,CD115_Nd144Di,CD4_Nd145Di,CD43_Nd146Di,Myh11_Sm147Di,CD133_Nd148Di,TLR2_Sm149Di,CD25_Nd150Di,IgM_Eu151Di,KI67_Sm152Di,CD18_Eu153Di,CD106_Sm154Di,CD31_Gd155Di,CXCR4_Gd156Di,CNN_Gd158Di,aSMA_Tb159Di,_Dy160Di,CD5_Gd160Di,SM22a_Dy161Di,GFP_Dy162Di,_Dy163Di,CX3CR1_Dy164Di,CD11c_Ho165Di,CD74_Er166Di,CD40_Er167Di,CD8_Er168Di,CXCL12_Tm169Di,NK1_1_Er170Di,CD11b_Yb171Di,CD138_Yb172Di,CL_Yb173Di,CD19_Yb174Di,F4_80_Lu175Di,B220_Yb176Di,_Lu176Di,_BCKG190Di,CD3_Os190Di,_Ir191Di,_Ir193Di,_Pt194Di,_Pt195Di,_Pt198Di,_Pb208Di,_Bi209Di,_Center,_Offset,_Width,_Residual,_beadDist,separation_bc_separation_dist,dist_mahalanobis_dist,File
13.705492323066,2.2724413273866,0.995562341077573,0,0,3.12005665289404,3.27612065528099,3.54522810197727,0.223878007349346,0,2.79280596838797,2.73752275847788,0.0788412827111595,0.313779766317495,0.965871445647079,0,0,3.40685831083895,1.16890436743119,0.638442661148265,0,1.08641315127641,1.07622190419599,0.131074685627143,0.306220328713617,0,0.547746172115615,0,0,0.219196314758092,0.432236338974315,0.365445161890362,0.26102063770254,0,0.17141015794106,2.5988552879586,0.0796299262614032,0,0,0.567776154377662,0.611919875716425,1.01969630914099,0,0,0,0,0,0,0.360309547311917,0.0692505215302823,1.71568235034334,0.164771816550063,0,0.907935633812417,0,0.247279011770232,0.0714140308106367,0.333831360780091,0,0,2.95100148706783,3.41904931150871,1.83285282572866,1.4352225908122,0.581130306943159,1.56888219063151,0.568994087769648,5.84712222697431,3.46122624577774,3.1827799213106,4.23374468218887,2.24408874043658,0.100625346186878,0.359202349074273,1
9.51562366685744,2.18742176068697,0.165577002637444,0.139358039720998,0.114845292049306,3.68047510625742,3.78325738817275,4.01610583769178,0.227238381996384,0.406006166591916,2.47864775989283,3.17384244423172,0.252596650139595,0.747429728097908,0.481706505819991,0,0.0359848616386447,2.46567127995345,0.381912484768755,0.228238697188773,0.0744687986303063,0,0,0,0.0687285843546732,0.068376796171477,2.79547749167369,0,0,0.784396272955672,0.23739497844378,0,0.201823733809501,0,0.0098563528097668,3.86931446833448,0.683382478858956,0.23217881310739,0,1.16582949445093,1.19745515386511,0.255175057720736,0.913268227436203,0,0,0.107529296571701,0,0.493884773821275,0,0,1.33947503423817,0,0.0175402945347762,0.923276574996879,0.00246377449817613,0.0343219810369638,0.120043569583212,0.291962659074324,0,0,2.83455350996499,3.47219455741748,1.81332251699022,1.86585923476109,0,0.467304402296458,0.208981650019684,5.66752409128142,3.65528948908252,3.20459380802379,3.73455701627405,2.10203983547993,0.124576969751398,0.183054168629201,1
11.5281230199811,2.45835522547041,0.126605090656777,0.572617477517778,1.70391944456176,5.700305327078,5.70920530916707,5.74180731384041,1.69354920790232,0.198178964312734,4.85303649612472,5.35372686921334,1.00868391137048,2.43772884601501,1.07143185075331,0.0588308718609329,0,3.52265128480289,2.02963673698083,0.715042241428269,0,2.47491302605105,2.47427689728967,0.345371164045277,0.58845348513628,0.0214958548973642,3.64894044298504,0,1.51509473483094,2.5440087344949,0.495465050387054,1.28208953076942,0.318732674536104,0.428626965280606,2.17691223285928,5.26064822180166,2.92043414121282,2.55561627271629,0.00270713572351919,2.77103071840805,2.76529641884086,1.6891087212914,1.62793061247604,0,0.0409933751901139,0.384590788643353,0.0695559389625896,0.471775146201348,0.199794127649267,1.19050190698886,2.83409264499832,0.355061432586724,0.221282274439575,2.4771478054738,0.20903810959782,0.516923913434363,0.884089318356966,1.88775884477682,0.40659451180509,0.302748446820061,5.14381581788746,5.71833737747132,3.92530622520137,3.84474229708658,1.44869427988183,1.24683722263485,1.01579820632114,5.80218599029756,3.27596374206813,3.10784644611423,3.26717609558479,2.36734265536504,0.169130822083144,0.666087463086139,1
13.361669684814,1.87986358439691,0,0,0.570434173616216,4.00909595310825,3.90201376117134,4.19361616877656,0.127929238412693,0.222884237564053,1.67638470771089,2.09241308297032,0,0.689552002114405,0.742728869634034,0.129795511635784,0.0477600748293862,2.55658302246981,0.641969699780222,0.0872156299039454,0.431862289000635,0.00723190336733724,0.0363818815697991,0,0.378030950214025,0,0.35605558448925,0.62311095649108,0.276769820310423,0.802331177399541,0.581043645141275,0,0.0755866532403943,0.2411329245233,1.37707632886816,3.71187503320809,1.28081419555826,0.376351052840243,0.126631514034385,0.47281045956187,0.536944010118918,0.320067097354425,0,0,0.0795237907122946,0,0,0,0,0.0819846933250891,0.479657047993674,0.691763282780235,0,0.451630831546762,0.0602668294424694,0,0.340286779724958,0.978143898281574,0,0,3.32328913829366,4.14515298992255,2.28064970424717,1.27979745274493,0.214260835906596,0.733599151279092,0,5.27590766582639,3.64434133477241,2.88699590888259,3.2665885747905,2.10177523172686,0.12624250059048,0.203013400899445,1
13.5732196733535,2.18742176068697,0,0,0.582828620270546,3.50579481061749,3.67547740372068,3.84198397166868,0.270532001091281,0,2.42039604399959,2.44234088889279,0.0521573542071279,0.483193896358587,0.170520585340801,0,0,2.77571892577553,0.751148261650452,0,0.488667146577854,0,0,0,0,0,2.48671817463781,0,1.36916931657523,0.161884105707994,0.37307071846431,0.14458248699963,0.244846830657375,0.00266693141817444,0,3.7791237019753,0.593407133077367,0.217900885840705,0,0.830370199220955,0.823688623501413,0.120779067989427,0.438902619823745,0,0,0.220141400048051,0,0.926064692193659,0,0,1.57055563801043,0.239316250802365,0.439873799155478,1.62766266672047,0,0.478231151304382,0.247669364650807,0.821117148746046,0,0.303721440061665,3.24294931145126,4.14591893324072,1.28816667559547,0.806141863602239,0,0.720998059764534,0,5.79323106720896,3.73806843211195,3.29558143478895,3.86184313351427,2.20285561344351,0.108911117595651,0.204847176027781,1
12.9500954332642,2.04502820486763,0,0,0,3.20040651131154,3.25299562795905,3.53314436212267,0.547164220558905,0.652558511649664,2.86138634900367,3.13065784668683,0.160199069395103,0.906051993221347,0.364825799686693,0.407572679538708,0,2.32310358023677,0.27926889709861,0,0,0.0723372050125847,0.129064264189708,0,0.59918065225416,0,0.72274906520436,0,0.0400479545723728,0.190053179294264,0.154079423699047,0.717692172690974,0,0.2201985412509,2.50374444981651,2.85450761078836,0.129181895450056,0.44269601357835,0,0.34157480879731,0.479623672582709,0.317570648563671,0,0,0,0.0392411841564398,0,0.365153690386021,0,0,0.838283005779752,0.122888307644591,0,0.286791688269414,0,0.254986682009795,0.251980424180709,0.888079218404455,0,0.102694998962393,2.97976969000055,3.97163679553452,0.371911999456039,0.213561894617189,0,0.319276292032116,0.367203566297564,5.75072090315787,4.02681235482998,3.41983746674264,4.18842176443581,2.29238430650521,0.0966700408107846,0.256729526970194,1
13.7017179250515,2.2724413273866,0,0.0825701679097171,0.246217206376346,3.79410985597811,3.90675219535463,3.80863242096328,0.332581774572803,0.422753836324416,1.83170830097781,2.44092297895803,0.319669201879101,0,0,0,0,2.7392324560017,0.232335474121118,0,0,1.08262088080354,1.14419741995619,0,0,0,0.275256697323651,0.0137462227381906,0.390927011720445,0.777662360154139,0.269252192528309,0.327696085313363,0,0.0482493627780689,0.182432928419814,2.65794633678795,1.14103229311854,0.53577502759191,0.0496589830768555,1.74314436419861,1.74631650332886,0.362757641246955,0,0,0.0565301288955765,0.193619060809877,0,0,0,1.7607880445445,1.98635244863579,0.180853650450479,0,1.18978537990611,0,0.647680749440044,0.338050705586672,1.00010353690018,0.32246435546068,0.253015079119274,3.17708589827087,4.1497102427706,2.61768887894184,1.59529157505195,1.42783522751064,1.49598020616146,0.14430471151735,5.96528117511467,4.1437975530564,3.72382125712814,4.17784647217658,2.27100455241374,0.1271211774403,0.257794949108423,1
12.7530794880636,2.31243834127275,0.359401256086638,0,0,3.70787834063938,3.78909609714116,4.10364257053471,0.788716959707742,0.0866412694848492,2.80903213679987,2.82953663801098,0.093870169494296,0.506932309990196,0.588856178200516,0.117998890856674,0,1.80189371376111,0.336762090508103,0.368244116063524,0,0.0683014709297958,0.0817724794024488,0,0.402311879834536,0,2.06984303281598,0,0.0614647790208162,0.382279579882023,0,0,0.116491751378446,0,0,3.47621160833975,0.539670951725967,0.586505460541321,0.15512403886651,0.809313238493715,0.850215220164161,0.432427096171367,0,0,0,0,0,0.00664482069681898,0,0.822624555229364,1.19387855694374,0.191559751382435,0.427983379138854,0.133429721420296,0.0399720879274758,0,0.248313305404695,0.765878840424045,0,0,2.9975482162901,3.7554992547983,0.942132337761199,1.95275916114775,0.789401009078753,0.608758645644088,0.00177098364195449,5.6173748620575,3.43852700018791,3.1783176748627,3.89736924646314,2.12031008167448,0.112407220620061,0.289143465747759,1
13.752652118034,1.9378792776645,0.173899043419181,0,0,2.94449685130599,3.157359726475,3.26927868214964,0.342944886423184,0,1.07954617967414,1.59611149044592,0,0,0.372123969079289,0.116430476581884,0.141631995483103,2.06497672807933,0.108852029174001,0,0.838953484100563,0.463758265290114,0.485329169429359,0,0.143704126574596,0,0.114447924011818,0,0,0.299463522407379,0.0164801632873266,0,0,0,0.264187172163637,3.15442512035839,0.0257126429046856,0.781700604178402,0,0.808578756070643,0.81118283004135,0.19423977317421,0.870444877342402,0,0,0,0,0.750131560456192,0.484701969466416,0,1.90161594085345,0.657644751075459,0,0.699537485400998,0,0,0.150072874050958,0.418002219380267,0,0.174572513716359,2.92219247114379,3.76531351730402,1.77266942157047,0.395055452058041,0,0.195342555303997,0.0265814739721647,5.66775510815605,3.50113659757627,2.89297450531421,4.08665175425472,2.12235228444513,0.090483931358552,0.340246213764736,1
13.0310277187212,2.35092571975091,0.230651527649376,0.058785109083979,0.75224049970339,4.14252459778311,4.12875584683261,4.43078370421595,0.506477792064799,0,2.45022443948531,3.88143229170885,0.19442540248235,1.33190683182824,0.439993101613494,0,0,1.98179674017526,0.590103896863123,0.456683357484563,0.0632250105305927,0.245264107338524,0.322374350618849,0,0.0956645679443109,0.603735981929512,2.43367637585354,0,0.014013199831315,0.391531825138677,0.108315405484761,0.336263548866304,0,0.0554942341862805,0.440118041617281,3.44440562439849,1.09470264292349,0.427011750849904,0.279229482576733,2.03453010913009,2.05016018373481,0.623989694717837,1.02909105993847,0.326364206721714,0.612003160775768,0.407310721465509,0.422056910525351,0.0728124978444485,0.105477444104862,0.0509428309743942,1.23513025082033,0,0.050185330454833,0.922100745406538,0,0.526007075317628,0.039627928149105,0.157124709536003,0,0,3.25778825860181,4.06884761675696,0,0.1264612298631,0,0.950994443927215,0.237191706705995,6.05521456904579,3.74188335076795,3.50549323210096,4.21931559424886,2.17926878478737,0.131462560050058,0.188785524586914,1
